"","GND","Low","Med","Hi","real_mean","real_count"
"215",21.55,0.00415596213575354,0.000356077881949468,2.02082762016552e-05,0,668
"216",21.65,0.00409903915951472,0.000348473766718515,1.95875926375321e-05,0,796
"217",21.75,0.0040431253324906,0.00034106167523452,1.89883071599296e-05,0,830
"218",21.85,0.00398819874651025,0.000333836019187935,1.84096025486584e-05,0,970
"219",21.95,0.00393423805511684,0.000326791394142736,1.78506957945141e-05,0,835
"220",22.05,0.00388122245698762,0.000319922572796557,1.73108365430689e-05,1.36801950178678e-06,1021
"221",22.15,0.00382913167990643,0.000313224498512805,1.67893056148234e-05,0,1365
"222",22.25,0.00377794596526879,0.000306692279112804,1.62854135977031e-05,0,1556
"223",22.35,0.00372764605309933,0.000300321180916565,1.5798499508107e-05,0,1587
"224",22.45,0.0036782131675631,0.000294106623021323,1.53279295169292e-05,0,1539
"225",22.55,0.00362962900295247,0.000288044171807505,1.48730957371742e-05,0,1573
"226",22.65,0.00358187571013228,0.000282129535662251,1.44334150699711e-05,0,1725
"227",22.75,0.00353493588342645,0.000276358559911107,1.40083281059731e-05,0,1736
"228",22.85,0.00348879254793031,0.000270727221948935,1.359729807929e-05,0,1889
"229",22.95,0.00344342914723286,0.000265231626561472,1.31998098712612e-05,0,1916
"230",23.05,0.00339882953153471,0.000259868001429436,1.28153690615229e-05,0,1910
"231",23.15,0.00335497794614698,0.000254632692807378,1.2443501023961e-05,0,1283
"232",23.25,0.00331185902035807,0.000249522161369884,1.20837500652742e-05,0,899
"233",23.35,0.0032694577566545,0.00024453297821805,1.17356786039921e-05,0,665
"234",23.45,0.00322775952028442,0.000239661821039511,1.13988663879121e-05,0,575
"235",23.55,0.00318675003013143,0.000234905470415462,1.10729097479778e-05,0,567
"236",23.65,0.00314641534500236,0.000230260806268819,1.07574208871113e-05,0,430
"237",23.75,0.00310674186002945,0.000225724804447259,1.04520272012628e-05,0,395
"238",23.85,0.00306771629356339,0.000221294533435824,1.01563706327018e-05,0,321
"239",23.95,0.0030293256792542,0.000216967151193624,9.87010705244178e-06,0,506
"240",24.05,0.00299155735742822,0.000212739902109554,9.59290567104137e-06,0,461
"241",24.15,0.00295439896673143,0.000208610114072111,9.32444847647085e-06,0,481
"242",24.25,0.00291783843603038,0.000204575195648677,9.064429697345e-06,0,542
"243",24.35,0.00288186397656159,0.000200632633369788,8.81255529071037e-06,0,508
"244",24.45,0.00284646407432108,0.000196779989114117,8.56854245287997e-06,0,336
"245",24.55,0.00281162748269798,0.000193014897591228,8.33211915214919e-06,0,278
"246",24.65,0.00277734321525869,0.000189335063911606,8.10302368270557e-06,0,353
"247",24.75,0.00274360053893132,0.000185738261256491,7.88100423839635e-06,0,247
"248",24.85,0.00271038896715412,0.000182222328622528,7.66581850535528e-06,0,151
"249",24.95,0.00267769825340991,0.00017878516865371,7.45723327303581e-06,0,161
"250",25.05,0.00264551838488232,0.000175424745551068,7.25502406215167e-06,0,208
"251",25.15,0.00261383957631313,0.00017213908305802,7.05897476918171e-06,0,173
"252",25.25,0.00258265226404222,0.000168926262518376,6.86887732647371e-06,0,228
"253",25.35,0.00255194710022394,0.000165784421004167,6.68453137724113e-06,0,153
"254",25.45,0.0025217149472143,0.000162711749510528,6.50574396475248e-06,0,130
"255",25.55,0.00249194687212316,0.000159706491215029,6.33232923504822e-06,0,207
"256",25.65,0.00246263414152614,0.000156766939798949,6.16410815255359e-06,0,135
"257",25.75,0.00243376821633095,0.000153891437828059,6.00090822798676e-06,0,96
"258",25.85,0.00240534074679311,0.00015107837519065,5.84256325799194e-06,0,98
"259",25.95,0.00237734356767642,0.000148326187590542,5.68891307595548e-06,0,101
"260",26.05,0.0023497686935531,0.00014563335509304,5.53980331348887e-06,0,112
"261",26.15,0.00232260831423954,0.000142998400721725,5.39508517208936e-06,0,97
"262",26.25,0.00229585479036293,0.000140419889104186,5.25461520451134e-06,0,108
"263",26.35,0.0022695006490549,0.000137896425164816,5.11825510540581e-06,0,85
"264",26.45,0.00224353857976784,0.000135426652862889,4.98587151080594e-06,0,98
"265",26.55,0.00221796143021021,0.000133009253974205,4.85733580605759e-06,0,95
"266",26.65,0.002192762202397,0.000130642946914661,4.73252394181321e-06,0,100
"267",26.75,0.00216793404881154,0.000128326485604162,4.61131625772533e-06,0,95
"268",26.85,0.00214347026867558,0.000126058658369383,4.49359731349447e-06,0,101
"269",26.95,0.00211936430432369,0.000123838286883909,4.37925572694137e-06,0,112
"270",27.05,0.0020956097376792,0.000121664225144379,4.26818401879086e-06,0,98
"271",27.15,0.00207220028682819,0.000119535358481285,4.16027846386799e-06,0,91
"272",27.25,0.00204912980268874,0.000117450602603156,4.05543894842267e-06,0,88
"273",27.35,0.0020263922657722,0.00011540890267289,3.9535688333114e-06,0,99
"274",27.45,0.00200398178303397,0.000113409232415053,3.85457482277833e-06,0,84
"275",27.55,0.0019818925848107,0.000111450593253018,3.75836683858924e-06,0,89
"276",27.65,0.00196011902184161,0.000109532013474844,3.6648578992677e-06,0,120
"277",27.75,0.00193865556237104,0.000107652547426857,3.5739640043136e-06,0,89
"278",27.85,0.00191749678932994,0.000105811274733928,3.48560402292249e-06,0,101
"279",27.95,0.00189663739759388,0.000104007299545475,3.39969958737165e-06,0,90
"280",28.05,0.00187607219131523,0.000102239749806275,3.3161749905946e-06,0,69
"281",28.15,0.00185579608132724,0.000100507776551179,3.23495708787566e-06,0,89
"282",28.25,0.00183580408286183,9.88105532228896e-05,3.15597520246911e-06,0,58
"283",28.35,0.00181609131187199,9.7147275011963e-05,3.07916103497379e-06,0,69
"284",28.45,0.00179665298507735,9.55171582182545e-05,3.00444857630357e-06,0,63
"285",28.55,0.00177748441519684,9.39194396330422e-05,2.93177402409982e-06,0,86
"286",28.65,0.00175858100990065,9.23533759411001e-05,2.86107570244095e-06,0,77
"287",28.75,0.00173993826935916,9.08182431420116e-05,2.7922939847045e-06,0,61
"288",28.85,0.00172155178409394,8.93133359900519e-05,2.72537121946003e-06,0,64
"289",28.95,0.00170341723288523,8.78379674519887e-05,2.66025165925065e-06,0,74
"290",29.05,0.00168553038073432,8.63914681821708e-05,2.59688139215269e-06,0,67
"291",29.15,0.00166788707687916,8.49731860143067e-05,2.53520827599308e-06,0,61
"292",29.25,0.00165048325286158,8.35824854693464e-05,2.47518187511405e-06,0,60
"293",29.35,0.00163331492064483,8.22187472789222e-05,2.41675339957977e-06,0,41
"294",29.45,0.00161637817077979,8.08813679237954e-05,2.35987564672298e-06,0,46
"295",29.55,0.00159966917061849,7.95697591868029e-05,2.30450294493533e-06,0,28
"296",29.65,0.00158318416257363,7.82833477198027e-05,2.2505910996088e-06,0,39
"297",29.75,0.00156691946242279,7.70215746241405e-05,2.19809734113981e-06,0,37
"298",29.85,0.00155087145765591,7.5783895044173e-05,2.14698027491142e-06,0,23
"299",29.95,0.00153503660586495,7.4569777773407e-05,2.09719983317284e-06,0,28
"300",30.05,0.00151941143317455,7.33787048728272e-05,2.04871722873904e-06,0,24
"301",30.15,0.00150399253271234,7.22101713009957e-05,2.00149491043636e-06,0,14
"302",30.25,0.00148877656236883,7.10636845555329e-05,1.95549652022349e-06,0,12
"303",30.35,0.00147376024635191,6.99387643255898e-05,1.91068685192013e-06,0,11
"304",30.45,0.00145894036996789,6.88349421549514e-05,1.86703181147866e-06,0,6
"305",30.55,0.00144431377835243,6.77517611154088e-05,1.82449837873666e-06,0,7
"306",30.65,0.00142987737875709,6.66887754900624e-05,1.78305457059095e-06,0,4
"307",30.75,0.00141562813627552,6.56455504662254e-05,1.7426694055379e-06,0,1
"308",30.95,0.00138767926857405,6.36166957154667e-05,1.66495588304251e-06,0,3
